,Content,Location,Username,Retweet-Count,Favorites,Created at
24,"School start date delayed to Sept. 14 for OTSD students — Teachers, staff afforded four extra days to prepare distance learning lessons
https://t.co/gAPpJRTmra https://t.co/CfqImq960F","Sandy, OR",SandyPost,0,0,2020-08-04 19:30:04
25,"How many times a day do you have to remind your kid to do their next distance learning assignment instead of playing Animal Crossing on their Switch? These digital tools can help them make the most out of the experience. #DistanceLearning

https://t.co/MZ2PEQxsPr",,barktechco,0,0,2020-08-04 19:30:00
26,Pure delight and joyous enlightenment thank you both for adapting to distance learning. #comedy #smiles https://t.co/v2TatD4BG5 https://t.co/RmB4Nf9eDZ,Manchester,KateNicolson,0,0,2020-08-04 19:29:55
27,"Our teachers &amp; staff are amazing! TollesonESD is preparing for the start Distance Learning on August 7th! We can't wait for the first day of school even if it is virtual! Thanks to all families for supporting overrides, so we can provide all these supports! #safetyfirst https://t.co/6NktKrZFTZ","Phoenix, AZ",LupitaHightower,0,5,2020-08-04 19:29:39
28,"Sources shared an email w/ @wcia3 that was sent to Unit 4 staff yesterday about back to school plans. Of note, Dr. Zola writes ""teachers who are assigned to Distance Learning will be permitted to work in the Distance Learning assignment from a location of their choosing.""","Champaign, IL",Jen_Lask,1,1,2020-08-04 19:28:49
29,"@ClairesOwner @TheGentYYC @NOT2FAST @alberta_moms @SouthMacedonian @micropainter @UCalgary @gilmcgowan @RachelNotley @KathleenGanley @DruhFarrell @nenshi @AdrianaLaGrange I’d also prefer to keep contracted teacher with their jr/sr high classes and maybe hire supply teachers (on temp contracts! With sick leave benefits!!) to help space out K-6, so there’s more continuity for those students doing the hard work of distance learning...",Edmonton,linzstam,1,0,2020-08-04 19:28:41
30,the way im probably gonna get shit grades this semester bc of distance learning and you wanna know who’s fault it’s gonna be?? all you selfish fucks that couldn’t stay inside for a couple of weeks in march so now we’re still in quarantine in AUGUST,a galaxy far far away,ayyegalilea,1,1,2020-08-04 19:28:38
31,@CommonSenseEd has done it again! These customizable planning tools for teachers will help stay on top of things and communicate with parents in the eventuality of more online learning (but really these could be used at any time). https://t.co/ATZWbfvBfm,Quebec,blieryteach,0,0,2020-08-04 19:28:13
32,@mathkaveli @edcampOSjr I’m good!  Been busy getting things ready for distance learning,"Pixley, CA",EricKwongEDU,0,0,2020-08-04 19:27:38
33,"@EdVorst @Rae_volution @Freeyourmindkid It’s been a really tough decision.   We just can’t foresee 6 yo’s distance learning working with 4 yo at home. 

I feel like writing them letters with life lessons that I want them to hear when they’re older in case I’m struck down.","Red State, US",RedState420Esq,0,0,2020-08-04 19:27:36
34,@udubgal Schools have had plenty of time to figure out distance learning with the help of parents. It's not that hard,"Walla Walla, WA",TommySQC,0,1,2020-08-04 19:27:31
35,"@MrBOTUS_520 My wife is so tired of the double standard everywhere. People can now play sports, go to certain funerals, protest and riot. But in WA state they just outlawed wedding receptions and schools are opting on “distance learning” school per advice from regional health districts.","Washington state, USA",TowardSync,1,1,2020-08-04 19:27:28
36,Quick Digital Citizenship Activities for K–5 Distance Learning https://t.co/3NMl5zFKIK via @CommonSenseEd,,ms_deljuidice,0,0,2020-08-04 19:26:46
37,@ClairesOwner @TheGentYYC @NOT2FAST @alberta_moms @SouthMacedonian @micropainter @UCalgary @gilmcgowan @RachelNotley @KathleenGanley @DruhFarrell @nenshi @AdrianaLaGrange I know that for a fact: two of my colleagues were part of a distance learning team that worked through July to develop materials for distance learning. It would be very do-able.,Edmonton,linzstam,1,1,2020-08-04 19:26:42
38,"Did you hear? The Greenville Zoo has won the Pinnacle Award for Excellence in Virtual Programming for the 7th year in a row! This award is the highest offered by @cilcorg, meaning that the Greenville Zoo provides some of the best virtual programs anywhere! https://t.co/Mu4rDdknVm https://t.co/jnIfV9EqYo","Greenville, SC",greenvillezoo,0,0,2020-08-04 19:26:18
39,"💥SUMMER DIVISION BOOM CARDS IN ACTION💥 Avaliable now in my TPT Store (https://t.co/dRdlXyIySU) and Boom Learning Store (https://t.co/msHp0PH60F) Perfect for distance learning, centers, in class practice and MORE! @BoomLearning #boomcards #boomlearning 💥💻📱 https://t.co/DL4fCVCbyv","Doylestown, PA",cblitoub,0,0,2020-08-04 19:26:15
40,Free Distance Learning Templates for Back-to-School https://t.co/qAMVqSCQf3 via @CommonSenseEd,,ms_deljuidice,0,0,2020-08-04 19:26:14
41,"Best #FirstDayofSchool wishes to @ETFOPeel members at @TonyPontesPS @raylawsonps @RBPSBobcats, and to all staff, and students! Distance Learning isn’t an easy way to start, but we know you’ll make the most of it. #ETFO #SafeAugust","Region of Peel, Ontario",ETFOPeel,0,1,2020-08-04 19:25:43
42,"A Distance Learning Playbook for PARENTS!
#distancelearning2020 https://t.co/nJHdWnHYIX",Maryland,glad2teach,0,1,2020-08-04 19:25:20
43,Interesting to see the full toolbox of tech tools #K12 teachers are embracing. #remotelearning #edtech @EdDiveK12 #cdwsocial https://t.co/8gZUZ3QVlQ,Southern New England,P_McClure,0,0,2020-08-04 19:25:05
44,"Monessa Midgett is the mom of three boys. They all go to the Libby Center in Spokane. Now that they’ll have to do distance learning next year, she’s thinking about putting them into a homeschooling program. @kxly4news https://t.co/mILgrY7K6e","Spokane, WA",Kaitlin_Knapp1,1,0,2020-08-04 19:24:58
45,Distance learning PE teachers. If you have to do synchronous lessons...what are you doing? 9-12th. Can we get a list going? TIA @tothehouse https://t.co/sqgevsTg0E,"Grass Valley, CA",tothehouse,0,1,2020-08-04 19:24:58
46,"@realDonaldTrump @realDonaldTrump 's children were hatched, raped, mentally abused but taught hate to gain acceptance. 
Can't speak to older Sons; Uday &amp; Qusay, but Ivanka and incest are sadly synonymous.

Barron's school is Distance Learning...
Wonder why?!?!? 🤔🤔🧐😷⛑","Beaverton, OR",Doognivil67,0,0,2020-08-04 19:24:37
47,“What we did in the spring was ‘Crisis Teaching’. We did the best we could and knew how. We must now look forward to Distance Learning and ‘Bring Back Better’. “ Bringing Back Better for our Bearcats! #2020DistanceLearning @DFISHERSDSU @oamadorv,,MTownBearcats,0,1,2020-08-04 19:24:06
48,"We may be starting with distance learning, but that doesn’t make education any less important to fully fund. Drastic cuts would be disastrous for California’s students and @repmikegarcia you have the power to help. Please #FundEducation in the next stimulus. #AfterschoolWorks https://t.co/k7D5tUO6vA",,MariaMa35272595,0,0,2020-08-04 19:24:05
49,"We may be starting with distance learning, but that doesn’t make education any less important to fully fund. Drastic cuts would be disastrous for California’s students and @KenCalvert you have the power to help. Please #FundEducation in the next stimulus. #AfterschoolWorks https://t.co/0cmMgFlrh3",,MariaMa35272595,0,0,2020-08-04 19:24:03
50,"We may be starting with distance learning, but that doesn’t make education any less important to fully fund. Drastic cuts would be disastrous for California’s students and @GOPLeader you have the power to help. Please #FundEducation in the next stimulus. #AfterschoolWorks https://t.co/II4saRvX1R",,MariaMa35272595,0,0,2020-08-04 19:24:00
51,"We may be starting with distance learning, but that doesn’t make education any less important to fully fund. Drastic cuts would be disastrous for California’s students and @RepPaulCook you have the power to help. Please #FundEducation in the next stimulus. #AfterschoolWorks https://t.co/7oHASU2P6C",,MariaMa35272595,0,0,2020-08-04 19:23:58
52,Teacher Treat Tuesday_August Distance Learning https://t.co/4CGLqrHHmj on @bloglovin,United Kingdom,teachtoolkit,0,0,2020-08-04 19:23:35
53,Super excited and can’t thank everyone enough for a previous funded project @DonorsChoose. I was able to purchase $100 worth of TPT.  This will certainly help with distance learning. I am just grateful.,"Milwaukee, WI",Jessica80228849,0,0,2020-08-04 19:23:31
54,Top Educational Resources for Online Distance Learning https://t.co/in87lsjlx0,Brooklyn,SimplyWindy,0,0,2020-08-04 19:22:38
55,"@CHINOXL We just learned that our daughter will be distance learning, hopefully districts find ways to help parents that are also essential or in need. Blessings dude 🙏🏼",,Jay_de4uture,0,1,2020-08-04 19:22:31
56,back to distance learning. BUT WOULD YOU RATHER PUT TEACHERS AND STUDENTS LIFE ON THE LINE? Why are teachers being treated like in person essential workers now? There was no problem going into distance learning in March SO WHY GO BACK WHEN WE HAVE 1471 NEW CASES TODAY IN MY STATE,,sophxwalls,0,2,2020-08-04 19:22:13
57,We have the resources to introduce distance learning and a traffic light system to minimise the risk of children getting and spreading coronavirus.  I'll leave it to you to work out why a government that shills for the 1% won't invest in such measures.  https://t.co/uiMk4qhnoU,"Sheffield, England",AtomsDNA,1,0,2020-08-04 19:21:58
58,"I will doing MLL inclusion this year. Loving the Modules for Distance Learning created by T superstars! I watch, take note, then apply in my plans. #808educate https://t.co/EniA0sph4B",,MrsR_Villanueva,1,0,2020-08-04 19:21:58
59,Loved presenting to our @FCPSKY Math peeps today. Hope everyone got the boost they needed to JUMP START our distance learning innitiative! @zoom_us and @Screencastify were #Allstars! @fcpsoit https://t.co/c6sCG5Dt9O,"Lexington, KY",JerryBroyles1,0,1,2020-08-04 19:21:29
60,Free Distance Learning Templates for Back-to-School https://t.co/6goJpfIJI6 via @CommonSenseEd,,mrs_machado,0,0,2020-08-04 19:20:44
61,@MrsR_Villanueva @HIDOE808 Yea I know it’s definitely NOT on their approved list but was wondering if it’s on the list that is allowed while we are still in distance/blended learning.,"Honolulu, HI",ZacharyMorita,0,0,2020-08-04 19:20:20
62,srry if I’m not as active on here anymore. 🥺 I’ve been working on hw &amp; I start distance learning this Thursday :o,multistan,svtjas,0,1,2020-08-04 19:19:48
63,"Thanks for sharing, sames goes for me also, who knew doubling down on your antidepressant could be so amazing.....I feel like a terrible mom because I have 0 desire to ""teach"" my kids during distance learning this year..
#TheStruggleIsReal
#MentalHealth
#EndTheStigma https://t.co/uNyx1bV0NW","Michigan, USA",EDRN_Mommy_KP,0,0,2020-08-04 19:19:27
64,"This writing bundle has editable and digital materials for writing the entire school year.

It is 25% off with the code BTS20: https://t.co/bZLIzaYy9u https://t.co/m2AY4SxjGY https://t.co/QbWofpaKPa",,TeachWritingORG,0,0,2020-08-04 19:19:14
65,"""#Internet News: Lack of internet access puts 'distance learning' out of reach for many Tennessee children - Chattanooga Times Free Press #News"": https://t.co/Or1WAB5H3s",RT's Are FYI Purposes Only,robinsnewswire,0,0,2020-08-04 19:19:04
66,"Feelings are cognitive events and loneliness competes for neural resources, making it harder for children to learn, said USC Professor Mary Helen Immordino-Yang said at the EMS Tracking the Pandemic briefing on equity in distance learning. @USCRossier 

https://t.co/Etc0tCdxKS",San Francisco,EthnicMediaSvc,0,0,2020-08-04 19:17:53
67,"@CIARANSJOUVERT Idk if youre doing distance learning or not but if not, just fight her on the first day of school to show her not to fuck w you 😤",she/her,SmileBearface,0,1,2020-08-04 19:17:48
68,"@JPlovesCOTTON Tell you sister I admire of her &amp; all educators, it’s a different classroom experience with distance learning. 
btw, @Jonya is training to be a @CengageLearning customer service rep.","Springfield, MO",Miss_Dazey,0,0,2020-08-04 19:17:41
69,@vincentdonofrio They need to do distance learning like they are here in Las Vegas.,"Las Vegas, NV",seanasmith51,0,0,2020-08-04 19:16:43
70,"@jackwindsor it's not worth kids', teachers', and families' lives. Forcing teachers to be exposed to in-school environments is cruel and unnecessary; distance learning &amp; home-schooling are viable stopgaps and BTW, why the rush? Who suffers if kids finish HS at 19 instead of 18, but alive?",,AHHHRealScience,0,0,2020-08-04 19:16:31
71,"Join our CEO on Wbok 1230 Am this Thurs, Aug 6, at 9:00 a.m. as we continue the conversation about distance learning. We'll hear from local parents and school leaders about their concerns and how we can work together as a community to support each other and our children. https://t.co/l6EvcBvRM9","New Orleans, LA",AlgiersCharter,0,0,2020-08-04 19:16:30
72,"The Long Beach Unified School District is set to hold a closed-door meeting Wednesday to discuss plans for the upcoming school year. As of now, classes will continue to be online through at least October 1. https://t.co/8baZj3bKRp",Los Angeles,CBSLA,1,6,2020-08-04 19:16:29
73,"@richarddeitsch Why not stop wasting time and money on a temporary plan that will make schools hellish places, and instead spend that money on creating robust distance learning plans?",,PaulBla99421366,0,0,2020-08-04 19:16:23
74,"The S.C. Office of Regulatory Staff (ORS) has partnered with @Verizon to enable distance learning, for up to 150,000 K-12 students through discounted Internet access for students who have no Internet connectivity at home. @SteveBenjaminSC @VZPublicSector

https://t.co/NSwCdyTxcy","Atlanta, GA",JustinGTanner,3,4,2020-08-04 19:16:07
75,This distance learning is not it ..ive had like 45 fights with my brothers and it’s only 12 🙃,☁️9,y_ulizzzle,0,0,2020-08-04 19:15:55
76,I'm attending Panel: Using iCEV for Distance Learning  https://t.co/eyFddAt4OI,"San Diego, CA",1SweetIrish70,0,0,2020-08-04 19:15:42
77,@chipcoffey LasVegas is doing the distance learning.,"Las Vegas, NV",seanasmith51,0,0,2020-08-04 19:15:40
78,Lack of internet access puts ‘distance learning’ out of reach for many Tennessee children… https://t.co/4uxAMhlK5O,VietNam,thaydocom,0,0,2020-08-04 19:15:35
79,@cladams373 @TheAtlantic because they were thrown into it without notice. They've now spent the entire summer preparing new distance learning.,,kvetchingyenta,0,0,2020-08-04 19:14:52
80,"Wow! I didn't realize this was coming out as I interviewed in mid March when #COVID19 had just closed schools... I have so many more resources, lessons  etc. to add now so reach out anytime if interested!  Thank you @padcaster https://t.co/417R57G5uD",Boston's North Shore MA,GreenScreenGal,0,0,2020-08-04 19:14:09
81,@Liam_Bennett955 @AmishPornStar1 @RonDeSantisFL Good then we agree! But i still want families who have at risk populations to have the right to distance learning. But i don’t believe a disease with an impact predominantly in the elder community should prevent kids from going to school—-esp. kids K-8,,ctully2019,0,0,2020-08-04 19:13:44
82,@MsJVital https://t.co/fCpyPG81Pa Unfortunately sold out:(,"Toronto, Ontario, CANADA",1GRTeacher,0,0,2020-08-04 19:13:28
83,"PARENTS: Send the kids back to school with the pandemic decidedly NOT under control in our state? Or try to juggle distance learning, find child care, or try to work from home?

Join our two-night virtual town hall event, ""Back to school"" kicking off Monday, Aug. 10. #swfl
1/3 https://t.co/LYkH1Gdkq8","Fort Myers, Florida",wgcu,0,0,2020-08-04 19:13:14
84,"We still have places available on the MSc Biomedical Egyptology programme. The course begins on 19th October and by distance learning, more information can be found here: https://t.co/qnTedAwzzE    #distancelearning2020 #egyptology #UoM","Manchester, England",knhcentremcr,0,0,2020-08-04 19:12:43
85,"As campuses announce plans to remain virtual this fall, how can you ensure a quality learning experience? Chief Learning Experience Officer Kurt Hayes shares his tips for strengthening distance learning.

Watch the full #RedShelfConnections session here: https://t.co/29L9jlNANO https://t.co/SgrKfCFgq5","Chicago, IL",HelloRedShelf,0,0,2020-08-04 19:12:42
86,"@fulanibaby This makes my heart hurt. People are going to die and those who recover have a chance of having life altering repercussions. I’m a teacher (high school), and we are starting distance learning but we have to go teach in our empty classrooms. Ridiculous.",,K_T_S_D,0,0,2020-08-04 19:12:27
87,"This makes it familiar for students and their families to know what's going on, or at least to have something recognizable from classroom to classroom to classroom. So let's think about the coming distance learning in our district. [/3]",Portland,ElizabethTEllis,0,0,2020-08-04 19:12:13
88,Free Distance Learning Templates for Back-to-School https://t.co/294OEEWueX via @CommonSenseEd,Newtown Square PA,kfarrell40,0,0,2020-08-04 19:11:22
89,"@4everNeverTrump @Freeyourmindkid Hopefully this is the first and last day of school for those wearing masks. They can do distance learning, IF the school planned ahead and budgeted. And IF the parents are around to monitor student learning. 
Public schools HAVE NO MONEY!","LaLa Land, SoCal",lak8870,0,0,2020-08-04 19:10:42
90,"""Go out of your way to have more intentional conversations with students,"" and 3 other ways to reach students during #remotelearning via @SmartBrief https://t.co/NNWMIN7I04","Salt Lake City, UT",AudioEnhancemnt,0,1,2020-08-04 19:10:16
91,UK is quick to grab up cash from students through these entrapments of housing agreements and these exorbitant fees for distance learning. @universityofky is subsidizing their reckless spending on vulnerable commmunities.,"Lexington, KY",blacklivesuky,1,2,2020-08-04 19:09:55
92,"“EXPECT TRIAL... AND PLENTY OF ERROR
Start by being reasonable with yourself. It is, in fact, impossible to shift to distance learning overnight without lots of trial and error. Expect it, plan for it, and do your best to make peace with it.” @edutopia https://t.co/K5fa40UlST","Coquitlam, BC, Canada",datruss,1,1,2020-08-04 19:09:45
93,How long do you think we will be doing full distance learning?,,Coachshawb,0,0,2020-08-04 19:09:22
94,"My wife, Laurie, teaches 1st Grade in Hayward California at a Title 1 school. 80% of students qualify for free and reduced meals. Since they are staring school remotely, she would like to be able to give them the supplies to use at home during distance learning.","San Francisco, CA",bickart,0,0,2020-08-04 19:09:14
95,"@thehill Think of all the neglected and abused children not getting checked on. Think of all the kids with special needs that cannot do distance learning, they need hands on interaction. Think of all the kids missing meals. Think of all the regression in learning.",United States,VisionQuest422,0,1,2020-08-04 19:09:11
96,"@AndreaR9Md Andrea, you're so right.Terrible Experiment. We'll be playing the school open, school closed game. They should do all distance learning. If you want your kids to go to school, it should be in small groups at ""pods"" or public spaces and with outdoor classes as much as possible.","Earth, 3rd rock, Electric ave.",Modelogrande,0,1,2020-08-04 19:09:06
97,@ConceptualJames @wokal_distance Is our children learning?,,Bigtimesportgu1,0,0,2020-08-04 19:09:04
98,"@jackwindsor Sounds like you just advocated for distance learning! 👍 she is going to a government building, paid by taxpayers who want to keep their kids safe.",Midwest,itsterranottera,0,0,2020-08-04 19:09:03
99,Here is the Bell schedule for the next three weeks of school. Make sure you show up to all of your Google meets with your teachers via distance-learning to get participation points in class and learn. 🤓 https://t.co/JmQDgH5EhR,,Biology_MHS,0,0,2020-08-04 19:08:06
100,"Despite Mask Wars, Americans Support Aggressive Measures To Stop COVID-19; 66% of Americans say they prefer remote, distance learning for children in their area in the fall (@BrianMannADK @nprpolitics) Details: https://t.co/tskb6TrHk8 https://t.co/2fPALc5hNd",,OpinionToday,8,3,2020-08-04 19:07:05
101,"Theres no enough characters on Twitter for everything I've done, but between S6 and being a youth worker in 2020 I have been to uni, worked in a cinema, been a sports coach, done a distance learning college course, worked in a children's hospital and sold trainers 😂 #nowrongpath",Glasgow,stephoneill89,0,7,2020-08-04 19:06:59
102,Investing in high-quality professional learning and instructional materials can help schools prepare for the fall. https://t.co/MZCmaR3UOk,United States,EdReports,1,1,2020-08-04 19:06:00
103,"https://t.co/6Ekk0gyGwz
Join me for my Tuesday Tip for Equity in Your Distance Learning Classroom: Today we talk about ""less is more."" #distancelearning2020 #distancelearning #equity #teaching #education",,DeannaWestedt,0,0,2020-08-04 19:05:48
104,"$SOFO University of Wisconsin-Madison’s Distance Teaching &amp; Learning Conference Goes Online with Mediasite Events; Triples Virtual Attendance, Cuts Costs in Half
https://t.co/ycvvrQrWXs",US,StockNewsNow,0,0,2020-08-04 19:05:33
105,"Tech employee perks sure have evolved in the age of COVID-19. For parents who have to help their kids do distance learning, more PTO, etc. is where it's at. #backtoschool #siliconvalley    https://t.co/fxN1rx2KIe",S.F. Bay Area,levisu,1,4,2020-08-04 19:05:09
106,"Join us at TxDLA's 2020 Virtual Conference, &amp; hear from keynoters like Dr. Brian Beatty, HyFlex course design pioneer. Get 3.5 days of in-depth sessions from distance learning experts, inspiring keynotes, discovery of new products and services. Register: https://t.co/vAIK1h6452 https://t.co/4aXDOiDosj",Texas,txdla,0,0,2020-08-04 19:05:01
107,First day of school starts tomorrow via distance learning. Your teachers have emailed you your class codes. You must log into the Google meets for every class. https://t.co/ivQjmYzWmH,,Biology_MHS,0,0,2020-08-04 19:04:36
108,With the district opting for distance learning again this fall - what's next for non-instructional school employees in Palm Beach County? https://t.co/I4DPTdyNPL via @MichaelBuczyner,"West Palm Beach, FL",ejaltmann,0,0,2020-08-04 19:04:04
109,I'm attending Panel: Using iCEV for Distance Learning  https://t.co/GLpYIa9dU3,"San Antonio, TX",Warren_Press,0,0,2020-08-04 19:04:04
110,"@calphonso Instead of wasting time and money on plan that A. is doomed to fail, and B., better only be in place for a year, spend that time and money on a high quality distance learning plan.",,PaulBla99421366,0,0,2020-08-04 19:03:58
111,"@AndrewYang Know what would be wonderful? Musicians, artists, &amp; architects doing some classes for students who are distance learning.
Sort of like Roosevelt’s New Deal during the Depression but even more important now. It would generate some excitement for those who don’t like online classes",Colorado,JenniferADevon,0,0,2020-08-04 19:03:24
112,"Your WARRIOR distance learning class schedule beginning next week, Mon 8/10. All schedules can be found on our school website.
https://t.co/VnkSlKGDW5 https://t.co/rCmJZ5CaO1","La Puente, CA",Lpwarriorsports,0,0,2020-08-04 19:03:19
113,"""As households deal with school closures and distance learning, leaving workers without emergency paid leave could widen existing educational achievement gaps and further the spread of the virus.” Christian leaders call for #paidleaveforall https://t.co/PEkJCj3H6q",Washington DC,RachelHopeAnd,0,0,2020-08-04 19:02:44
114,"Register for this new webinar! Join life or on demand &amp; get 1 hr free #PD credit.

#DistanceLearning &amp; #ELLs Part II: What’s Working, What’s Not &amp; What To Be Ready for in the Fall. 8/6 @ 2 PM ET:

https://t.co/gZ3iL7k0nZ

#EdChat @KarrieAFT @AFTunion @AFTteach @nysut @TexasAFT https://t.co/2I8SNfA9Nh","Washington, DC",sharemylesson,0,0,2020-08-04 19:02:02
115,"But whether you're enrolled for distance learning, sending your kids back to the classroom, or giving homeschooling a try, don't let fear and anxiety steal the joy from what ought to be a time of excitement and anticipation.",,KateBPerry1,0,0,2020-08-04 19:01:55
116,"The #digitaldivide is a major problem for students in all 50 states–with 15-16 million students without adequate internet or devices– but is most pronounced in rural communities &amp; households with Black, Latinx, &amp; Native American students. Full report here:https://t.co/TkCUSk5jvN https://t.co/kZeOcAaUSZ","San Francisco, CA",CommonSense,4,4,2020-08-04 19:01:03
117,@calico_gifts As a vulnerable person can you keep them home and the school help with distance learning? Here the child has to be on the ‘very high risk’ list to get remote learning and my kids are med/high risk but not very high risk.,Ireland,BooksOfAllKinds,0,0,2020-08-04 19:00:27
118,THIS WEEK! Join @educare_fdn for their webinar on the art of distance learning to learn how afterschool providers can incorporate services for students through the use of the internet and technology. August 7 10-12PM PST! Register now! #HowKidsLearn https://t.co/pTxGIciIeo https://t.co/oGmzrx6UE0,California,ca_afterschool,0,0,2020-08-04 19:00:24
119,"Whether you are back in school or distance learning, we hope you have a smooth and safe transition. #BacktoSchoolMonth
https://t.co/WkprzF0nEC https://t.co/XBoGE3x9T4","Riverside, CA",CreditDotOrg,0,0,2020-08-04 19:00:12
